Data from glass3s10a1_V78500241_13.txt Node
Date: Fri Aug 28 11:59:50 CST 2020
User: usil
Spectrometer: V785-0024
Trigger mode: 0
Integration Time (sec): 3.000000E0
Scans to average: 10
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
801.071	39532.4
801.214	39732.3
801.356	39809.8
801.499	40124.2
801.641	40077.3
801.783	40251.6
801.926	40506.6
802.068	40401.5
802.211	40450.2
802.353	40409.9
802.496	40045.1
802.638	40379.3
802.78	40736.9
802.923	41009.2
803.065	40734.9
803.208	40709.2
803.35	40791.2
803.492	40835.9
803.635	41083.2
803.777	40561.3
803.919	40996.2
804.061	42391.2
804.204	41427.5
804.346	41494.3
804.488	41419.1
804.63	41804.3
804.773	41470.6
804.915	41660.4
805.057	42185.3
805.199	41863.7
805.341	42042.8
805.483	41999.9
805.626	42237.4
805.768	42273.7
805.91	42939.6
806.052	43150.6
806.194	42783.6
806.336	43648.6
806.478	43610.7
806.62	44210.3
806.762	45063
806.904	45587.9
807.046	45843.4
807.188	44789.9
807.33	44088.7
807.472	43596.2
807.614	42390.1
807.756	42232.4
807.898	41996
808.04	42647.4
808.182	43746.4
808.324	44518.5
808.465	44427.6
808.607	43811.5
808.749	42844.5
808.891	42292
809.033	42486.8
809.174	42675.9
809.316	42910.2
809.458	43082.5
809.6	42519.8
809.741	42384.5
809.883	42299.5
810.025	42666.7
810.166	42103
810.308	41116.4
810.45	40055.6
810.591	39072.2
810.733	38586.6
810.875	39069.8
811.016	39322.6
811.158	39227.1
811.299	39140.2
811.441	39144.1
811.582	38951.6
811.724	38899.3
811.865	38990.7
812.007	39666.9
812.148	40342.8
812.29	41152.9
812.431	41722.9
812.573	42202.3
812.714	42877.3
812.855	43558.3
812.997	43733.6
813.138	44211.1
813.279	43686
813.421	42812.1
813.562	41648.3
813.703	40401.8
813.845	39757.2
813.986	38764.3
814.127	38142.7
814.268	37897.4
814.41	37791
814.551	37289.2
814.692	37232.2
814.833	36485.6
814.974	35994.6
815.115	35717.6
815.256	34885.2
815.397	34281.5
815.539	33704.4
815.68	33045.6
815.821	32998.5
815.962	33310.3
816.103	32775.9
816.244	32129.8
816.385	31956.8
816.526	32197.8
816.666	32044.9
816.807	31906.8
816.948	32436
817.089	32671
817.23	32396.1
817.371	32078.6
817.512	32052.6
817.653	32162.8
817.793	31984.3
817.934	31760.7
818.075	32010.1
818.216	31947
818.356	32062.3
818.497	31909.5
818.638	31822.5
818.778	32249.1
818.919	32674.7
819.06	33141.3
819.2	33732.3
819.341	33729.1
819.481	33571.5
819.622	33774.1
819.762	34199.1
819.903	33784.8
820.043	33268.6
820.184	33057.3
820.324	32721.6
820.465	32507.1
820.605	31957.1
820.746	31634.3
820.886	31116.3
821.026	31653.4
821.167	31008.7
821.307	30887
821.447	30244.9
821.588	29599
821.728	28996.9
821.868	28330.4
822.008	27642.3
822.149	27517.2
822.289	27396.2
822.429	26587.5
822.569	26242.6
822.709	26097.1
822.849	25374.7
822.99	25082
823.13	25020.6
823.27	24940.3
823.41	24472.8
823.55	24431.3
823.69	24178.2
823.83	24262.9
823.97	23963.8
824.11	23650.6
824.25	23443.3
824.389	23542.9
824.529	23617.6
824.669	23272.4
824.809	23570.6
824.949	23668.8
825.089	23532.9
825.228	23330.6
825.368	22670
825.508	22484.9
825.648	22407.8
825.787	22303.8
825.927	22409.4
826.067	22121
826.206	21983.7
826.346	22195.7
826.485	22044.6
826.625	22068.3
826.765	22700.1
826.904	22423.9
827.044	21680.1
827.183	21628.2
827.323	21349.3
827.462	21629.5
827.601	21415.7
827.741	21403.2
827.88	21765.2
828.02	21394.7
828.159	21508.1
828.298	21525.2
828.437	21673.1
828.577	21362.1
828.716	21920.9
828.855	21548
828.994	21187.9
829.134	21206.7
829.273	21323.2
829.412	21210.6
829.551	21088.1
829.69	21209.4
829.829	21503.7
829.968	21861
830.107	21599.2
830.246	21646.5
830.385	21342.5
830.524	21224.5
830.663	20913.5
830.802	20732.9
830.941	20457.3
831.08	20454.3
831.219	20608.3
831.357	20516.3
831.496	21241.2
831.635	20310
831.774	20164.2
831.913	20131.8
832.051	19745.9
832.19	19709
832.329	19902.6
832.467	19540.8
832.606	19309.9
832.744	19518.7
832.883	19528.6
833.022	19463.2
833.16	19638.3
833.299	19681.5
833.437	19734.5
833.576	19812.1
833.714	19795.3
833.852	19913.9
833.991	19835.5
834.129	19965.7
834.267	19919
834.406	19892.7
834.544	19948.4
834.682	20019.2
834.821	20013.9
834.959	20969.9
835.097	20068.2
835.235	20524.2
835.373	20314.6
835.511	20265.9
835.65	19967.8
835.788	20372.6
835.926	19877.9
836.064	19736.7
836.202	19757.9
836.34	20536.1
836.478	20668.9
836.615	20452
836.753	20759
836.891	21019.6
837.029	20908.5
837.167	20897.9
837.305	20912
837.443	20843.5
837.58	20801
837.718	21274.8
837.856	21099.1
837.993	21005.8
838.131	21267
838.269	21182.5
838.406	21286.4
838.544	21311.3
838.681	20816.4
838.819	20673.3
838.956	20214.7
839.094	20231.7
839.231	20366.8
839.369	20679.4
839.506	21584.6
839.643	21130.8
839.781	20408.2
839.918	20228.6
840.055	20492.3
840.193	20466.1
840.33	20370
840.467	20451.2
840.604	20606.3
840.742	21814.7
840.879	20251.1
841.016	20384.3
841.153	20367.9
841.29	21064.2
841.427	20706.7
841.564	20790.2
841.701	20672.7
841.838	20413.2
841.975	20255.8
842.112	20358.5
842.249	20019.6
842.385	19977.5
842.522	21124.9
842.659	20185.6
842.796	20075
842.933	20114.8
843.069	20240.4
843.206	20071
843.343	20412.4
843.479	20331
843.616	20517.7
843.752	19881.7
843.889	19962
844.025	20895.6
844.162	20096.6
844.298	20568.3
844.435	20202.7
844.571	20133.6
844.708	20618.1
844.844	20824.5
844.98	20934.2
845.117	21012.5
845.253	20546.9
845.389	20434.8
845.525	20606.1
845.661	20566.1
845.798	20323.5
845.934	20513.6
846.07	20324.2
846.206	20660
846.342	20927.9
846.478	20599.5
846.614	20187.4
846.75	19976.8
846.886	19821.6
847.022	20317.5
847.158	19918.5
847.294	19892.4
847.429	19988.2
847.565	19709.3
847.701	21399.7
847.837	19270.2
847.972	19103.9
848.108	19736.4
848.244	19615.1
848.379	18935
848.515	18613.3
848.65	18584.6
848.786	18738.7
848.921	18758.1
849.057	19024.1
849.192	19086.8
849.328	18868
849.463	18883.4
849.598	18676.2
849.734	18604.5
849.869	18485.3
850.004	18181
850.14	18348.7
850.275	18208
850.41	18046
850.545	18054.2
850.68	18057.2
850.815	18171.9
850.95	18144
851.085	18786.2
851.22	18440.1
851.355	18257
851.49	18050.3
851.625	17945
851.76	17949.2
851.895	17761.3
852.03	17694
852.165	17964.8
852.299	18128.5
852.434	18486.1
852.569	18115.5
852.703	18222.9
852.838	18379.1
852.973	18634.9
853.107	18571.8
853.242	18162.1
853.376	17975.1
853.511	17552.8
853.645	17863.2
853.78	18509
853.914	17993.6
854.048	17915.4
854.183	17745
854.317	18045.2
854.451	18584.7
854.585	17937.3
854.72	17769.2
854.854	18326.9
854.988	17604.6
855.122	18067
855.256	17474.5
855.39	17884.3
855.524	18092.1
855.658	17938.1
855.792	18075.5
855.926	18102.6
856.06	18112.2
856.194	18274.2
856.327	17931.4
856.461	17836.6
856.595	17918.4
856.729	17926.1
856.862	18307.2
856.996	17958.5
857.13	18274.6
857.263	18364.7
857.397	18386.4
857.53	18026.9
857.664	18247.5
857.797	18361
857.931	18318.8
858.064	18156.8
858.197	18502.1
858.331	18077.4
858.464	17860.4
858.597	17749.4
858.731	18128.8
858.864	18028.3
858.997	18042.5
859.13	18242
859.263	18255.8
859.396	18488.8
859.529	18101.5
859.662	18149.7
859.795	17927.6
859.928	18270.1
860.061	18663
860.194	18770.3
860.327	18392.5
860.46	18170.4
860.592	18494.1
860.725	18546.5
860.858	18517.8
860.99	18038.3
861.123	17975.6
861.256	17990.4
861.388	18265.8
861.521	24890.1
861.653	17946.6
861.786	17820.4
861.918	17899.4
862.05	18025.8
862.183	18251.1
862.315	18328.2
862.447	18479.2
862.58	18237.9
862.712	17810.1
862.844	17626.4
862.976	18121.9
863.108	18002.1
863.24	21860.2
863.372	17706.9
863.504	17991.4
863.636	17911.2
863.768	18262.4
863.9	18116.6
864.032	17914.7
864.164	17931.4
864.296	18217.5
864.428	18375
864.559	18399.5
864.691	18502.9
864.823	18481.9
864.954	18467.8
865.086	18536.8
865.217	18443.5
865.349	18342.9
865.48	18482.8
865.612	18615.1
865.743	19212.8
865.875	18609.8
866.006	18482.4
866.137	18741.7
866.269	18626
866.4	18580
866.531	18564
866.662	18577.5
866.793	18655.4
866.924	18753.6
867.055	18940.4
867.186	18916.7
867.317	18790.4
867.448	18729.9
867.579	19090.3
867.71	19000.9
867.841	19009.3
867.972	19316.6
868.103	19291.1
868.233	19356.7
868.364	19453.9
868.495	19623
868.625	20137.9
868.756	20654
868.886	20035
869.017	20345.8
869.147	20921
869.278	20724.3
869.408	20513.2
869.539	20454.6
869.669	20896.2
869.799	20700.9
869.929	20889.6
870.06	21037.5
870.19	21832.7
870.32	21670.6
870.45	21863.5
870.58	22081.5
870.71	22329.1
870.84	22291.6
870.97	22041
871.1	21943.5
871.23	22770.7
871.36	22839.8
871.489	22547.3
871.619	22781.1
871.749	22930.5
871.879	23092
872.008	23404.6
872.138	23016.5
872.267	22953.5
872.397	22797.4
872.526	22725.8
872.656	22634.8
872.785	22872.9
872.915	23527.7
873.044	23827.4
873.173	23651.2
873.303	23917.7
